CELDA_ORIGEN ;NOMBRE_CELDA_ORIGEN ;CELDA_DESTINO ;NOMBRE_CELDA_DESTINO ;FLUJO ;
011A ;Busot y otros municipios ;107A ;Alicante (SCD Number 4-B) ;44 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;009B ;Hostalets de Pierola, Els y Bruc, El ;17 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;012B ;Gelida y Castellví de Rosanes ;199 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;046B ;Abrera ;121 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;062B ;Castellbisbal ;44 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;068B ;Esparreguera ;46 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;081B ;Martorell ;260 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;083B ;Masquefa ;115 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;098B ;Piera ;27 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;109B ;Sant Andreu de la Barca ;29 ;
011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;126B ;Sant Sadurní d'Anoia ;46 ;
011M ;Navalagamella y otros municipios ;009M ;Robledo de Chavela y otros municipios ;29 ;
011M ;Navalagamella y otros municipios ;010M ;Navas del Rey y Chapinería ;27 ;
011M ;Navalagamella y otros municipios ;012M ;Quijorna y otros municipios ;43 ;
011M ;Navalagamella y otros municipios ;074M ;Valdemorillo ;104 ;
011S ;Casariche y Badolatosa ;010S ;Estepa y Lora de Estepa ;66 ;
011S ;Casariche y Badolatosa ;58CO ;Lucena ;110 ;
011S ;Casariche y Badolatosa ;64CO ;Puente Genil ;47 ;
011V ;Llutxent y otros municipios ;007V ;Simat de la Valldigna y Benifairó de la Valldigna ;25 ;
011V ;Llutxent y otros municipios ;039V ;Mogente/Moixent y otros municipios ;75 ;
011V ;Llutxent y otros municipios ;042V ;Rótova y otros municipios ;141 ;
011V ;Llutxent y otros municipios ;043V ;Pobla del Duc, la y otros municipios ;47 ;
011V ;Llutxent y otros municipios ;159V ;Ontinyent ;92 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;013A ;Benilloba y otros municipios ;54 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;014A ;Beniarrés y otros municipios ;19 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;015A ;Muro de Alcoy y otros municipios ;57 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;035A ;Cocentaina ;190 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;042A ;Ibi ;52 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;066A ;Alcoy/Alcoi (distrito 01) ;133 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;067A ;Alcoy/Alcoi (distrito 02) ;171 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;068A ;Alcoy/Alcoi (distrito 03) ;45 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;069A ;Alcoy/Alcoi (distrito 04) ;57 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;070A ;Alcoy/Alcoi (distrito 05) ;98 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;071A ;Alcoy/Alcoi (distrito 06) ;39 ;
012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;072A ;Alcoy/Alcoi (distrito 07) ;118 ;
012B ;Gelida y Castellví de Rosanes ;011B ;Sant Esteve Sesrovires y Sant Llorenç d'Hortons ;473 ;
012B ;Gelida y Castellví de Rosanes ;081B ;Martorell ;168 ;
012B ;Gelida y Castellví de Rosanes ;083B ;Masquefa ;54 ;
012B ;Gelida y Castellví de Rosanes ;126B ;Sant Sadurní d'Anoia ;122 ;
012M ;Quijorna y otros municipios ;010M ;Navas del Rey y Chapinería ;31 ;
012M ;Quijorna y otros municipios ;011M ;Navalagamella y otros municipios ;63 ;
012M ;Quijorna y otros municipios ;033M ;Brunete ;38 ;
012M ;Quijorna y otros municipios ;078M ;Villanueva de la Cañada ;58 ;
012S ;Saucejo, El y otros municipios ;022S ;Osuna y Lantejuela ;43 ;
012V ;Xeraco y Xeresa ;003V ;Gandia (distritos 01 y 03) ;41 ;
012V ;Xeraco y Xeresa ;093V ;Gandia (distrito 04) ;80 ;
012V ;Xeraco y Xeresa ;107V ;Tavernes de la Valldigna ;55 ;
012V ;Xeraco y Xeresa ;142V ;Gandia (distrito 02) ;32 ;
013A ;Benilloba y otros municipios ;012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;143 ;
013A ;Benilloba y otros municipios ;022A ;Alfàs del Pi, l' ;22 ;
013A ;Benilloba y otros municipios ;024A ;Altea ;27 ;
013A ;Benilloba y otros municipios ;035A ;Cocentaina ;100 ;
013A ;Benilloba y otros municipios ;044A ;Jijona/Xixona ;22 ;
013A ;Benilloba y otros municipios ;049A ;Nucia, la ;48 ;
013A ;Benilloba y otros municipios ;056A ;Polop ;18 ;
013A ;Benilloba y otros municipios ;067A ;Alcoy/Alcoi (distrito 02) ;19 ;
013A ;Benilloba y otros municipios ;071A ;Alcoy/Alcoi (distrito 06) ;42 ;
013A ;Benilloba y otros municipios ;072A ;Alcoy/Alcoi (distrito 07) ;18 ;
013B ;Cervelló y Palma de Cervelló, La ;065B ;Corbera de Llobregat ;88 ;
013B ;Cervelló y Palma de Cervelló, La ;085B ;Molins de Rei ;125 ;
013B ;Cervelló y Palma de Cervelló, La ;095B ;Pallejà ;87 ;
013B ;Cervelló y Palma de Cervelló, La ;116B ;Sant Feliu de Llobregat ;67 ;
013B ;Cervelló y Palma de Cervelló, La ;134B ;Sant Vicenç dels Horts ;162 ;
013B ;Cervelló y Palma de Cervelló, La ;143B ;Vallirana ;273 ;
013B ;Cervelló y Palma de Cervelló, La ;174B ;Barcelona (SCD la Marina i la Zona Franca-Port) ;64 ;
013M ;Aldea del Fresno y Villamanta ;010M ;Navas del Rey y Chapinería ;24 ;
013M ;Aldea del Fresno y Villamanta ;02TO ;Santa Cruz del Retamar y otros municipios ;17 ;
013M ;Aldea del Fresno y Villamanta ;059M ;Navalcarnero ;56 ;
013M ;Aldea del Fresno y Villamanta ;076M ;Villa del Prado ;51 ;
013M ;Aldea del Fresno y Villamanta ;53TO ;Seseña y Casarrubios del Monte ;39 ;
013S ;Pruna y otros municipios ;21MA ;Burgo, El y otros municipios ;43 ;
013S ;Pruna y otros municipios ;45CZ ;Olvera y Torre Alháquime ;97 ;
013V ;Corbera y otros municipios ;014V ;Albalat de la Ribera y otros municipios ;169 ;
013V ;Corbera y otros municipios ;019V ;Serra y otros municipios ;46 ;
013V ;Corbera y otros municipios ;072V ;Almussafes ;20 ;
013V ;Corbera y otros municipios ;107V ;Tavernes de la Valldigna ;27 ;
013V ;Corbera y otros municipios ;127V ;Cullera ;186 ;
013V ;Corbera y otros municipios ;147V ;Sueca ;339 ;
013V ;Corbera y otros municipios ;164V ;Alzira ;149 ;
014A ;Beniarrés y otros municipios ;012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;56 ;
014A ;Beniarrés y otros municipios ;013A ;Benilloba y otros municipios ;24 ;
014A ;Beniarrés y otros municipios ;015A ;Muro de Alcoy y otros municipios ;255 ;
014A ;Beniarrés y otros municipios ;035A ;Cocentaina ;64 ;
014A ;Beniarrés y otros municipios ;043A ;Jávea/Xàbia ;175 ;
014A ;Beniarrés y otros municipios ;067A ;Alcoy/Alcoi (distrito 02) ;23 ;
014A ;Beniarrés y otros municipios ;070A ;Alcoy/Alcoi (distrito 05) ;41 ;
014B ;Canyelles y Olivella ;006B ;Subirats y Olesa de Bonesvalls ;20 ;
014B ;Canyelles y Olivella ;020B ;Granada, La y otros municipios ;20 ;
014B ;Canyelles y Olivella ;021B ;Olèrdola y Castellet i la Gornal ;59 ;
014B ;Canyelles y Olivella ;123B ;Sant Pere de Ribes ;190 ;
014B ;Canyelles y Olivella ;136B ;Sitges ;64 ;
014B ;Canyelles y Olivella ;146B ;Vilafranca del Penedès ;117 ;
014B ;Canyelles y Olivella ;310B ;Vilanova i la Geltrú (distrito 01) ;39 ;
014B ;Canyelles y Olivella ;311B ;Vilanova i la Geltrú (distrito 02) ;21 ;
014B ;Canyelles y Olivella ;312B ;Vilanova i la Geltrú (distrito 03) ;45 ;
014M ;San Martín de Valdeiglesias y Pelayos de la Presa ;009M ;Robledo de Chavela y otros municipios ;18 ;
014M ;San Martín de Valdeiglesias y Pelayos de la Presa ;010M ;Navas del Rey y Chapinería ;39 ;
014M ;San Martín de Valdeiglesias y Pelayos de la Presa ;015M ;Cadalso de los Vidrios y otros municipios ;28 ;
014M ;San Martín de Valdeiglesias y Pelayos de la Presa ;05AV ;Tiemblo, El y Navahondilla ;20 ;
014S ;Morón de la Frontera y Coripe ;028S ;Arahal ;333 ;
014S ;Morón de la Frontera y Coripe ;060S ;Marchena ;125 ;
014V ;Albalat de la Ribera y otros municipios ;013V ;Corbera y otros municipios ;118 ;
014V ;Albalat de la Ribera y otros municipios ;019V ;Serra y otros municipios ;24 ;
014V ;Albalat de la Ribera y otros municipios ;127V ;Cullera ;19 ;
014V ;Albalat de la Ribera y otros municipios ;146V ;Algemesí ;32 ;
014V ;Albalat de la Ribera y otros municipios ;147V ;Sueca ;161 ;
014V ;Albalat de la Ribera y otros municipios ;164V ;Alzira ;185 ;
015A ;Muro de Alcoy y otros municipios ;012A ;Alcoy/Alcoi (distrito 08) y Benifallim ;80 ;
015A ;Muro de Alcoy y otros municipios ;014A ;Beniarrés y otros municipios ;351 ;
015A ;Muro de Alcoy y otros municipios ;035A ;Cocentaina ;194 ;
015A ;Muro de Alcoy y otros municipios ;066A ;Alcoy/Alcoi (distrito 01) ;23 ;
015A ;Muro de Alcoy y otros municipios ;072A ;Alcoy/Alcoi (distrito 07) ;18 ;
015A ;Muro de Alcoy y otros municipios ;159V ;Ontinyent ;26 ;
015B ;Martorelles y Santa Maria de Martorelles ;086B ;Montcada i Reixac ;16 ;
015B ;Martorelles y Santa Maria de Martorelles ;088B ;Montmeló ;29 ;
015B ;Martorelles y Santa Maria de Martorelles ;089B ;Montornès del Vallès ;33 ;
015B ;Martorelles y Santa Maria de Martorelles ;097B ;Parets del Vallès ;41 ;
015B ;Martorelles y Santa Maria de Martorelles ;114B ;Sant Fost de Campsentelles ;150 ;
015B ;Martorelles y Santa Maria de Martorelles ;133B ;Santa Perpètua de Mogoda ;31 ;
015B ;Martorelles y Santa Maria de Martorelles ;264B ;Mollet del Vallès (distrito 01) ;104 ;
015B ;Martorelles y Santa Maria de Martorelles ;265B ;Mollet del Vallès (distrito 02) ;223 ;
015B ;Martorelles y Santa Maria de Martorelles ;266B ;Mollet del Vallès (distrito 03) ;132 ;
015M ;Cadalso de los Vidrios y otros municipios ;014M ;San Martín de Valdeiglesias y Pelayos de la Presa ;40 ;
015M ;Cadalso de los Vidrios y otros municipios ;11AV ;Sotillo de la Adrada y otros municipios ;24 ;
015M ;Cadalso de los Vidrios y otros municipios ;34TO ;Escalona y otros municipios ;59 ;
015S ;Utrera (distritos 02 y 04) ;016S ;Utrera (distrito 05) y otros municipios ;1008 ;
015S ;Utrera (distritos 02 y 04) ;116S ;Utrera (distrito 01) ;293 ;
015S ;Utrera (distritos 02 y 04) ;117S ;Utrera (distrito 03) ;30 ;
015V ;Albal y Beniparrell ;046V ;Alfafar y Llocnou de la Corona ;51 ;
015V ;Albal y Beniparrell ;072V ;Almussafes ;26 ;
015V ;Albal y Beniparrell ;077V ;Massanassa ;28 ;
015V ;Albal y Beniparrell ;079V ;Alcàsser ;85 ;
015V ;Albal y Beniparrell ;080V ;Sedaví ;20 ;
015V ;Albal y Beniparrell ;085V ;Picanya ;18 ;
015V ;Albal y Beniparrell ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;21 ;
015V ;Albal y Beniparrell ;101V ;Torrent (distrito 04) ;120 ;
015V ;Albal y Beniparrell ;102V ;Valencia (SCD El Grau/Natzaret) ;22 ;
015V ;Albal y Beniparrell ;113V ;Silla ;224 ;
015V ;Albal y Beniparrell ;121V ;Valencia (SCD Poblats del Sud) ;36 ;
015V ;Albal y Beniparrell ;125V ;Picassent ;136 ;
015V ;Albal y Beniparrell ;128V ;Valencia (SCD Malilla) ;18 ;
015V ;Albal y Beniparrell ;137V ;Quart de Poblet ;24 ;
015V ;Albal y Beniparrell ;140V ;Paiporta ;59 ;
015V ;Albal y Beniparrell ;144V ;Valencia (SCD Ciutat Vella) ;23 ;
015V ;Albal y Beniparrell ;149V ;Catarroja ;595 ;
015V ;Albal y Beniparrell ;157V ;Aldaia ;21 ;
015V ;Albal y Beniparrell ;162V ;Torrent (distrito 03) ;27 ;
015V ;Albal y Beniparrell ;165V ;Paterna ;33 ;
016A ;Verger, el y Poblets, els ;017A ;Beniarbeig y otros municipios ;19 ;
016A ;Verger, el y Poblets, els ;037A ;Dénia ;254 ;
016A ;Verger, el y Poblets, els ;043A ;Jávea/Xàbia ;21 ;
016A ;Verger, el y Poblets, els ;049V ;Oliva y otros municipios ;23 ;
016A ;Verger, el y Poblets, els ;050A ;Ondara ;115 ;
016A ;Verger, el y Poblets, els ;052A ;Pedreguer ;24 ;
016A ;Verger, el y Poblets, els ;053A ;Pego ;22 ;
016B ;Vilanova del Vallès y otros municipios ;015B ;Martorelles y Santa Maria de Martorelles ;16 ;
016B ;Vilanova del Vallès y otros municipios ;051B ;Argentona ;24 ;
016B ;Vilanova del Vallès y otros municipios ;057B ;Caldes de Montbui ;16 ;
016B ;Vilanova del Vallès y otros municipios ;067B ;Dosrius ;36 ;
016B ;Vilanova del Vallès y otros municipios ;070B ;Franqueses del Vallès, Les ;29 ;
016B ;Vilanova del Vallès y otros municipios ;077B ;Lliçà d'Amunt ;44 ;
016B ;Vilanova del Vallès y otros municipios ;078B ;Lliçà de Vall ;77 ;
016B ;Vilanova del Vallès y otros municipios ;088B ;Montmeló ;60 ;
016B ;Vilanova del Vallès y otros municipios ;089B ;Montornès del Vallès ;436 ;
016B ;Vilanova del Vallès y otros municipios ;094B ;Palau-solità i Plegamans ;27 ;
016B ;Vilanova del Vallès y otros municipios ;097B ;Parets del Vallès ;107 ;
016B ;Vilanova del Vallès y otros municipios ;103B ;Roca del Vallès, La ;75 ;
016B ;Vilanova del Vallès y otros municipios ;133B ;Santa Perpètua de Mogoda ;17 ;
016B ;Vilanova del Vallès y otros municipios ;242B ;Granollers (distrito 01) ;20 ;
016B ;Vilanova del Vallès y otros municipios ;245B ;Granollers (distrito 04) ;51 ;
016B ;Vilanova del Vallès y otros municipios ;265B ;Mollet del Vallès (distrito 02) ;23 ;
016M ;Serranillos del Valle y Batres ;027M ;Álamo, El ;63 ;
016M ;Serranillos del Valle y Batres ;046M ;Griñón ;71 ;
016M ;Serranillos del Valle y Batres ;049M ;Humanes de Madrid ;21 ;
016M ;Serranillos del Valle y Batres ;07TO ;Carranque ;36 ;
016M ;Serranillos del Valle y Batres ;56TO ;Illescas ;22 ;
016M ;Serranillos del Valle y Batres ;66TO ;Ugena ;80 ;
016S ;Utrera (distrito 05) y otros municipios ;014S ;Morón de la Frontera y Coripe ;20 ;
016S ;Utrera (distrito 05) y otros municipios ;015S ;Utrera (distritos 02 y 04) ;424 ;
016S ;Utrera (distrito 05) y otros municipios ;024S ;Alcalá de Guadaíra (distrito 04) ;143 ;
016S ;Utrera (distrito 05) y otros municipios ;028S ;Arahal ;58 ;
016S ;Utrera (distrito 05) y otros municipios ;035S ;Cabezas de San Juan, Las ;79 ;
016S ;Utrera (distrito 05) y otros municipios ;039S ;Carmona ;17 ;
016S ;Utrera (distrito 05) y otros municipios ;043S ;Coronil, El ;64 ;
016S ;Utrera (distrito 05) y otros municipios ;048S ;Dos Hermanas (distrito 05) ;87 ;
016S ;Utrera (distrito 05) y otros municipios ;061S ;Montellano ;17 ;
016S ;Utrera (distrito 05) y otros municipios ;062S ;Palacios y Villafranca, Los ;175 ;
016S ;Utrera (distrito 05) y otros municipios ;093S ;Sevilla (SCD Number 5-E) ;23 ;
016S ;Utrera (distrito 05) y otros municipios ;111S ;Sevilla (SCD Number 10-B) ;17 ;
016S ;Utrera (distrito 05) y otros municipios ;112S ;Sevilla (SCD Number 11) ;27 ;
016S ;Utrera (distrito 05) y otros municipios ;116S ;Utrera (distrito 01) ;517 ;
016S ;Utrera (distrito 05) y otros municipios ;117S ;Utrera (distrito 03) ;123 ;
016S ;Utrera (distrito 05) y otros municipios ;44CZ ;Puerto Serrano ;99 ;
016V ;Riba-roja de Túria y Loriguilla ;015V ;Albal y Beniparrell ;17 ;
016V ;Riba-roja de Túria y Loriguilla ;024V ;Pedralba y otros municipios ;41 ;
016V ;Riba-roja de Túria y Loriguilla ;029V ;Chiva y Godelleta ;239 ;
016V ;Riba-roja de Túria y Loriguilla ;047V ;Llíria y otros municipios ;75 ;
016V ;Riba-roja de Túria y Loriguilla ;068V ;Cheste ;69 ;
016V ;Riba-roja de Túria y Loriguilla ;070V ;San Antonio de Benagéber ;113 ;
016V ;Riba-roja de Túria y Loriguilla ;072V ;Almussafes ;19 ;
016V ;Riba-roja de Túria y Loriguilla ;078V ;Vilamarxant ;113 ;
016V ;Riba-roja de Túria y Loriguilla ;083V ;Benaguasil ;88 ;
016V ;Riba-roja de Túria y Loriguilla ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;21 ;
016V ;Riba-roja de Túria y Loriguilla ;101V ;Torrent (distrito 04) ;97 ;
016V ;Riba-roja de Túria y Loriguilla ;111V ;Eliana, l' ;384 ;
016V ;Riba-roja de Túria y Loriguilla ;113V ;Silla ;32 ;
016V ;Riba-roja de Túria y Loriguilla ;121V ;Valencia (SCD Poblats del Sud) ;34 ;
016V ;Riba-roja de Túria y Loriguilla ;133V ;Bétera ;52 ;
016V ;Riba-roja de Túria y Loriguilla ;135V ;Pobla de Vallbona, la ;184 ;
016V ;Riba-roja de Túria y Loriguilla ;137V ;Quart de Poblet ;146 ;
016V ;Riba-roja de Túria y Loriguilla ;140V ;Paiporta ;22 ;
016V ;Riba-roja de Túria y Loriguilla ;149V ;Catarroja ;16 ;
016V ;Riba-roja de Túria y Loriguilla ;153V ;Alaquàs ;38 ;
016V ;Riba-roja de Túria y Loriguilla ;154V ;Valencia (SCD El Pla del Real) ;18 ;
016V ;Riba-roja de Túria y Loriguilla ;155V ;Manises ;169 ;
016V ;Riba-roja de Túria y Loriguilla ;157V ;Aldaia ;98 ;
016V ;Riba-roja de Túria y Loriguilla ;160V ;Burjassot ;26 ;
016V ;Riba-roja de Túria y Loriguilla ;161V ;Valencia (SCD Campanar) ;46 ;
016V ;Riba-roja de Túria y Loriguilla ;163V ;Mislata ;33 ;
016V ;Riba-roja de Túria y Loriguilla ;165V ;Paterna ;260 ;
017A ;Beniarbeig y otros municipios ;016A ;Verger, el y Poblets, els ;72 ;
017A ;Beniarbeig y otros municipios ;019A ;Orba y otros municipios ;110 ;
017A ;Beniarbeig y otros municipios ;037A ;Dénia ;132 ;
017A ;Beniarbeig y otros municipios ;050A ;Ondara ;190 ;
017A ;Beniarbeig y otros municipios ;052A ;Pedreguer ;78 ;
017A ;Beniarbeig y otros municipios ;053A ;Pego ;37 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;049B ;Arenys de Mar ;99 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;050B ;Arenys de Munt ;63 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;110B ;Sant Andreu de Llavaneres ;183 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;160B ;Barcelona (SCD la Barceloneta) ;43 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;174B ;Barcelona (SCD la Marina i la Zona Franca-Port) ;20 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;224B ;Barcelona (SCD la Vila Olímpica del Poblenou) ;29 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;258B ;Mataró (distrito 01) ;69 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;259B ;Mataró (distrito 02) ;36 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;260B ;Mataró (distrito 03) ;39 ;
017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;263B ;Mataró (distrito 06) ;100 ;
017M ;Cubas de la Sagra y Casarrubuelos ;046M ;Griñón ;91 ;
017M ;Cubas de la Sagra y Casarrubuelos ;070M ;Torrejón de la Calzada ;123 ;
017M ;Cubas de la Sagra y Casarrubuelos ;56TO ;Illescas ;375 ;
017S ;Aznalcázar y Villamanrique de la Condesa ;030S ;Benacazón ;79 ;
017S ;Aznalcázar y Villamanrique de la Condesa ;066S ;Pilas ;384 ;
017S ;Aznalcázar y Villamanrique de la Condesa ;18HU ;Hinojos y Chucena ;30 ;
017S ;Aznalcázar y Villamanrique de la Condesa ;20HU ;Almonte ;87 ;
017S ;Aznalcázar y Villamanrique de la Condesa ;25CZ ;Sanlúcar de Barrameda (distrito 01) ;90 ;
017V ;Bonrepòs i Mirambell y otros municipios ;018V ;Albuixech y otros municipios ;48 ;
017V ;Bonrepòs i Mirambell y otros municipios ;048V ;Museros y Emperador ;30 ;
017V ;Bonrepòs i Mirambell y otros municipios ;059V ;Valencia (SCD Poblats del Nord) ;52 ;
017V ;Bonrepòs i Mirambell y otros municipios ;064V ;Almàssera ;104 ;
017V ;Bonrepòs i Mirambell y otros municipios ;065V ;Foios ;184 ;
017V ;Bonrepòs i Mirambell y otros municipios ;073V ;Tavernes Blanques ;75 ;
017V ;Bonrepòs i Mirambell y otros municipios ;082V ;Meliana ;88 ;
017V ;Bonrepòs i Mirambell y otros municipios ;094V ;Godella ;45 ;
017V ;Bonrepòs i Mirambell y otros municipios ;126V ;Moncada ;238 ;
017V ;Bonrepòs i Mirambell y otros municipios ;129V ;Valencia (SCD Ciutat Fallera) ;53 ;
017V ;Bonrepòs i Mirambell y otros municipios ;136V ;Alboraya ;35 ;
017V ;Bonrepòs i Mirambell y otros municipios ;143V ;Valencia (SCD Torrefiel) ;32 ;
017V ;Bonrepòs i Mirambell y otros municipios ;145V ;Valencia (SCD Orriols/Sant llorenç) ;45 ;
017V ;Bonrepòs i Mirambell y otros municipios ;160V ;Burjassot ;50 ;
017V ;Bonrepòs i Mirambell y otros municipios ;161V ;Valencia (SCD Campanar) ;17 ;
017V ;Bonrepòs i Mirambell y otros municipios ;165V ;Paterna ;38 ;
018A ;Xaló y otros municipios ;019A ;Orba y otros municipios ;57 ;
018A ;Xaló y otros municipios ;020A ;Teulada y Benitachell/Poble Nou de Benitatxell, el ;19 ;
018A ;Xaló y otros municipios ;028A ;Benissa ;173 ;
018A ;Xaló y otros municipios ;029A ;Calp ;19 ;
018A ;Xaló y otros municipios ;037A ;Dénia ;19 ;
018A ;Xaló y otros municipios ;043A ;Jávea/Xàbia ;19 ;
018A ;Xaló y otros municipios ;052A ;Pedreguer ;19 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;026B ;Tordera y Fogars de la Selva ;27 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;028B ;Seva y otros municipios ;34 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;049B ;Arenys de Mar ;39 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;050B ;Arenys de Munt ;42 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;058B ;Calella ;21 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;059B ;Canet de Mar ;21 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;076B ;Llinars del Vallès ;31 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;112B ;Sant Celoni ;42 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;124B ;Sant Pol de Mar ;49 ;
018B ;Sant Cebrià de Vallalta y otros municipios ;132B ;Santa Maria de Palautordera ;99 ;
018M ;Chinchón y otros municipios ;036M ;Ciempozuelos ;119 ;
018M ;Chinchón y otros municipios ;038M ;Colmenar de Oreja ;69 ;
018M ;Chinchón y otros municipios ;058M ;Morata de Tajuña ;38 ;
018M ;Chinchón y otros municipios ;067M ;San Martín de la Vega ;32 ;
018M ;Chinchón y otros municipios ;095M ;Aranjuez (distrito 04) ;30 ;
